member_id,int_rate_refin,term_months_refin,p_default_refin,expected_income_refin,net_improvement,strategy,p_default,expected_income_actual
10777587,18.5,72.0,0.45013791663306096,4316.761018232575,1153.2417083244236,DO NOTHING,0.61783636,3063.5193099081516
10787603,16.7,72.0,0.4334438480436802,2644.684117332101,639.5901155620813,DO NOTHING,0.6004417,1905.0940017700195
10757541,17.02,72.0,0.4379688039910598,1973.0667167089853,459.0334508322153,REFINANCE,0.6056355,1414.03326587677
10587492,11.8,72.0,0.42640264509441134,6412.818427844481,1894.3964900211859,REFINANCE,0.6134364,4418.421937823296
10718101,11.8,72.0,0.4257486491770177,9630.195153301413,2886.431213563139,DO NOTHING,0.61249554,6643.763939738274
10797115,12.6,72.0,0.4218261122703552,7291.466532936095,2061.273730983733,REFINANCE,0.60203916,5130.192801952362
10746764,10.49,72.0,0.42361395188347023,5652.034383005089,1729.8368165152128,REFINANCE,0.61884224,3822.197566489876
10728073,18.5,72.0,0.44223564352308,4626.655336976051,1197.861475110054,DO NOTHING,0.6069901,3328.7938618659973
10708144,13.11,72.0,0.43114145029667933,6434.359055694261,1854.4379281365073,REFINANCE,0.6124971,4479.921127557754
10687991,12.6,72.0,0.4266994046059665,3227.6823520684084,877.4452641630014,REFINANCE,0.6089944,2250.237087905407
10737503,11.17,72.0,0.4194504456530545,9358.255623728737,2791.6625732577886,DO NOTHING,0.60766083,6466.593050470949
10687507,17.7,72.0,0.4479444642468254,8576.955625675624,2403.650725267833,REFINANCE,0.61722225,6073.304900407791
9432011,13.11,72.0,0.4362579634524094,17854.16129109143,5445.676636259546,DO NOTHING,0.6197658,12308.484654831884
10678144,15.260000000000002,72.0,0.4408183070453438,13212.512795640507,3843.975069810429,DO NOTHING,0.61606336,9268.537725830078
10637884,14.600000000000001,72.0,0.42843236630423026,19650.495246460567,5550.9694979692795,DO NOTHING,0.6014937,13999.525748491287
10677601,16.05,72.0,0.43346049599249087,5259.752755205715,1392.23887447604,REFINANCE,0.60275054,3767.5138807296753
10419134,15.260000000000002,72.0,0.4415242848766817,5149.592874009094,1441.897439438782,REFINANCE,0.61705,3607.695434570312
10676952,16.05,72.0,0.43727530032155326,4571.294097837863,1218.7404568166112,REFINANCE,0.60805523,3252.5536410212517
10558263,11.8,72.0,0.42022670290686864,9074.611646101692,2646.644655034759,REFINANCE,0.6045515,6327.966991066933
10666739,19.9,72.0,0.4490726422518491,1981.6857058200985,459.2278634700924,REFINANCE,0.6126204,1422.457842350006
10536787,16.7,72.0,0.4409615004435182,1761.4744082525187,409.05258041171373,REFINANCE,0.61085576,1252.421827840805
10537070,16.05,72.0,0.437044006537877,7839.725164953526,2159.3434622920113,REFINANCE,0.6077336,5580.381702661514
10392015,19.9,72.0,0.4407413444348744,4023.3067681355133,994.923047737564,REFINANCE,0.60125494,2928.383720397949
10401822,19.9,72.0,0.45299691286470206,2738.2017286590535,685.9717688731153,REFINANCE,0.61797386,1952.2299597859383
10401475,13.11,72.0,0.42954996880012625,16421.256970885006,4853.335129010884,DO NOTHING,0.61023617,11467.921841874122
10391667,11.17,72.0,0.4262156035486764,5103.008908279491,1524.3573699074514,DO NOTHING,0.61746156,3478.65153837204
10421465,16.05,72.0,0.4372378372439156,19053.76916720337,5395.788452828587,DO NOTHING,0.60800314,13557.980714374782
9937078,15.260000000000002,72.0,0.44327607207201625,9625.199989946912,2804.0160757623416,REFINANCE,0.6194982,6721.18391418457
10430840,12.6,72.0,0.42520045689399666,5015.988212914538,1409.037369028997,DO NOTHING,0.6068551,3506.950843885541
1476580,11.17,72.0,0.4178959680632596,13557.269845770354,4060.5294059402295,DO NOTHING,0.60540885,9396.740439830124
10439803,11.17,72.0,0.42309278306423875,6156.938429447862,1833.1886787192552,REFINANCE,0.6129375,4223.749750728607
10108410,15.260000000000002,72.0,0.4378425207089734,4503.20183888432,1226.9045798205993,REFINANCE,0.61190456,3176.2972590637205
10389544,15.260000000000002,72.0,0.441838142839638,9650.060348445497,2793.3793792072156,REFINANCE,0.6174886,6756.680969238281
8208424,16.7,72.0,0.4396069642156363,5231.829382082819,1403.0564099758858,REFINANCE,0.60897934,3728.7729721069336
10338644,16.7,72.0,0.43443816136568786,20460.330636273513,5646.749945412765,REFINANCE,0.6018191,14713.580690860748
10438962,13.11,72.0,0.4223791136640833,4638.763590195344,1255.8414629395465,REFINANCE,0.60004896,3282.922127255797
10408586,12.6,72.0,0.427670763817844,9666.640799116614,2839.8647720332174,DO NOTHING,0.61038077,6726.776027083397
9351221,16.05,72.0,0.43677044891604194,3594.9534171811333,934.7981876126519,REFINANCE,0.6073532,2560.1552295684814
10386950,11.8,72.0,0.42145025738469366,3234.093061219563,884.1646466959614,REFINANCE,0.60631174,2249.9284145236015
10426861,11.8,72.0,0.4182228693595299,6504.268320560457,1851.34173846245,DO NOTHING,0.6016687,4552.926582098007
10309098,11.8,72.0,0.4231713210786139,5529.97002051749,1595.6103967321733,REFINANCE,0.6087877,3834.359623785317
9340018,14.600000000000001,72.0,0.43611510866566705,7754.545025629745,2206.3012299964294,DO NOTHING,0.61227983,5448.243795633316
10322564,13.7,72.0,0.43683639124587725,3201.5851157671877,879.3612777955004,REFINANCE,0.6175174,2222.2238379716873
10331956,16.05,72.0,0.4456711875139221,14056.074123548542,4105.878287476873,DO NOTHING,0.6197302,9850.195836071669
10322236,15.260000000000002,72.0,0.43730586155040846,4507.500784640145,1225.0652426479573,REFINANCE,0.61115456,3182.4355419921876
10328954,19.9,72.0,0.4472458221018314,13337.889218410572,3634.17922588261,REFINANCE,0.6101283,9603.709992527962
6339947,11.17,72.0,0.4193970416005545,5163.650470821307,1495.1714517039513,REFINANCE,0.60758346,3568.4790191173556
10351513,14.600000000000001,72.0,0.43241848861962034,7350.067056073641,2050.9640146155107,DO NOTHING,0.60709,5199.10304145813
10311373,13.7,72.0,0.4272761627479836,11770.205078421435,3353.019691811405,DO NOTHING,0.60400295,8317.18538661003
4226617,21.58,72.0,0.45228037054950615,6392.8082446647395,1684.047102239203,REFINANCE,0.6130889,4608.7611424255365
10330677,13.7,72.0,0.43237582268538294,6857.254827071396,1957.1796973538076,DO NOTHING,0.6112119,4800.075129717588
10310756,19.2,72.0,0.4399348190852574,10013.965434755597,2647.169700588498,REFINANCE,0.6019285,7266.795734167099
10359220,17.02,72.0,0.4423553549608246,3752.1956408428478,983.6521311210918,REFINANCE,0.61170137,2668.543509721756
10310565,13.7,72.0,0.4255561353983702,2449.285027695199,613.1328402583799,DO NOTHING,0.6015715,1736.152187436819
10320335,16.05,72.0,0.4332352031594659,4686.330145475758,1228.2419001882208,REFINANCE,0.60243726,3358.0882452875376
1507078,13.11,72.0,0.424703401651694,22775.129383711916,6625.3200378407055,REFINANCE,0.60335094,16049.80934587121
10359402,17.02,72.0,0.4400141915703406,20969.452576780393,5894.607926511839,DO NOTHING,0.60846394,14974.844650268555
10309388,15.260000000000002,72.0,0.4343926420888386,20405.065974799065,5822.592845526606,DO NOTHING,0.6070832,14482.47312927246
10329011,19.2,72.0,0.444960923458574,1984.8197377121392,456.56788365005855,DO NOTHING,0.6088053,1428.2518540620806
10318192,17.7,72.0,0.4362655534602628,6966.912157561342,1832.772492792169,DO NOTHING,0.6011299,5034.139664769173
7566847,15.260000000000002,72.0,0.4427847920237361,7385.831860204581,2123.6261717280186,REFINANCE,0.6188116,5162.2056884765625
8337268,16.05,72.0,0.4330401722632971,5099.165820685439,1344.0167367581653,DO NOTHING,0.60216606,3655.1490839272738
10318025,13.11,72.0,0.4307056095873523,22537.510974851106,6732.733119693254,REFINANCE,0.6118779,15704.777855157852
8916789,14.600000000000001,72.0,0.4314439710817839,6026.97818454755,1656.2556309665506,DO NOTHING,0.60572183,4270.722553580999
4673011,17.7,72.0,0.43938957612113194,22401.516019339273,6200.125626743742,REFINANCE,0.6054345,16101.390392595531
10307736,15.260000000000002,72.0,0.42983528287024114,10514.749647420162,2891.564198201412,REFINANCE,0.6007141,7523.185449218749
10296773,13.7,72.0,0.4266645206345452,13852.501850818595,3952.9950050463285,REFINANCE,0.6031383,9799.506845772266
9647533,16.7,72.0,0.44632280655205253,3230.706423768773,855.6711711976673,REFINANCE,0.6182827,2275.035252571106
10266802,11.8,72.0,0.4172317869179732,13030.697244514124,3792.2502304207246,REFINANCE,0.6002429,9138.447014093399
10128456,10.49,72.0,0.4232468248239566,5098.0366660160835,1547.8275521321111,DO NOTHING,0.6183059,3450.2091138839723
10007731,13.7,72.0,0.4269234544701046,5864.292290407419,1617.7408843815329,DO NOTHING,0.60350436,4146.5514060258865
6328260,17.02,72.0,0.44268332904235264,2413.036282912164,597.8921724328093,REFINANCE,0.6121549,1715.1441104793548
4585800,13.7,72.0,0.4367238113173732,9606.675397982199,2837.229997148115,DO NOTHING,0.61735827,6669.445400834084
10137371,13.11,72.0,0.43205479419361237,8351.236689738866,2446.8402443274226,REFINANCE,0.6137946,5804.396445411443
10147169,13.11,72.0,0.4360254843062426,3891.260605677375,1107.4401771557423,REFINANCE,0.61943555,2683.820428521633
10136947,11.17,72.0,0.42489872873483475,4555.298093266575,1341.6730950077758,REFINANCE,0.6155538,3113.624998258799
9946890,14.600000000000001,72.0,0.4307232509579575,7013.204909823442,1937.1953517120128,DO NOTHING,0.60471,4976.009558111429
9886824,16.05,72.0,0.44171171741022897,5766.252612314321,1595.952645388938,DO NOTHING,0.6142243,4070.2999669253827
10028305,13.11,72.0,0.43091576805029214,9446.167989578264,2766.44428275274,REFINANCE,0.6121765,6579.723706825524
10027363,13.7,72.0,0.42526439737390587,9589.736529227626,2688.5618358816037,REFINANCE,0.6011591,6801.174693346023
10047472,13.11,72.0,0.42585262314468375,5487.582927770857,1528.649629694466,REFINANCE,0.60498357,3858.933298076391
10057530,16.7,72.0,0.4458126772195101,6467.3660568483165,1808.8720134980967,REFINANCE,0.617576,4558.49404335022
10016976,16.05,72.0,0.4420504710744976,12950.008566360912,3714.435793738803,REFINANCE,0.61469537,9135.572772622108
10057102,16.05,72.0,0.437991942421124,9196.165946566027,2561.2511604865012,REFINANCE,0.60905176,6534.914786079526
9899428,16.05,72.0,0.433750341908951,4599.929097502637,1206.69913414042,REFINANCE,0.6031536,3293.229963362217
10037171,19.2,72.0,0.4467213276893862,1319.0163547885033,272.71104215498895,DO NOTHING,0.6112139,946.3053126335144
2837832,14.600000000000001,72.0,0.42893614016081155,4908.293875317824,1314.6240256836536,REFINANCE,0.602201,3493.6698496341705
6066785,16.05,72.0,0.44242150128048385,6470.698477639985,1809.0285340092896,REFINANCE,0.6152113,4561.669943630695
8007506,11.8,72.0,0.42311331700611776,5111.302544328247,1466.838205991362,REFINANCE,0.60870427,3544.464338336885
10056751,17.02,72.0,0.43685583004453143,9225.87830754645,2501.3037586344026,DO NOTHING,0.6040965,6624.574548912048
10006837,13.7,72.0,0.43689723500499017,5121.982750394609,1467.2241539743209,DO NOTHING,0.6176034,3554.758596420288
9947063,14.600000000000001,72.0,0.4327921371710928,5200.161686415421,1424.2950420329444,DO NOTHING,0.6076146,3675.866644382477
9869574,17.02,72.0,0.44465138904872487,2485.748712847071,625.1022101567557,REFINANCE,0.6148764,1760.6465026903154
9966746,16.7,72.0,0.44729758556932214,9030.052046968414,2582.487867547943,DO NOTHING,0.619633,6347.564179420471
9857793,13.11,72.0,0.43596578067422753,5311.176053115849,1547.6047961124523,REFINANCE,0.61935073,3663.5712570033966
9870068,11.8,72.0,0.4271540878535984,12808.834595593542,3896.703510197729,REFINANCE,0.61451745,8812.131085395813
9869405,15.260000000000002,72.0,0.43844063785430554,3559.893264450201,951.6906567231504,REFINANCE,0.61274046,2508.2026077270507
9667483,17.7,72.0,0.440300841319679,658.7659097667379,86.0074205156011,REFINANCE,0.6066901,472.7584892511368
1734339,17.02,72.0,0.4437078547282297,22784.057393895895,6518.9863985650845,DO NOTHING,0.61357164,16165.07099533081
9898451,16.7,72.0,0.4449163366109133,4664.034973260463,1271.262633630336,DO NOTHING,0.6163343,3292.7723396301267
9108597,11.8,72.0,0.4191005538393567,5845.010227268394,1660.3653361255492,REFINANCE,0.6029314,4084.644891142845
9887959,13.7,72.0,0.4329218985857787,10590.3111364834,3084.6928270243106,REFINANCE,0.61198384,7405.61830945909
9658409,16.7,72.0,0.4423523945733905,3091.180088781053,798.7548185812775,REFINANCE,0.61278254,2192.4252701997757
9886968,11.17,72.0,0.42678638507435596,12250.969293079319,3809.405004088969,REFINANCE,0.61828846,8341.56428899035
9678549,11.8,72.0,0.4194797761790402,6766.05028666686,1941.1707402883076,REFINANCE,0.60347694,4724.879546378553
9828261,17.7,72.0,0.4433979577357226,4389.308045091866,1156.1941623594748,DO NOTHING,0.6109576,3133.113882732391
9647922,13.7,72.0,0.42751591161445335,9763.716127415499,2767.3948271473255,DO NOTHING,0.60434186,6896.321300268173
9638930,16.05,72.0,0.4437460825449694,3227.663356032815,857.7462626664305,REFINANCE,0.6170532,2269.9170933663845
9648893,17.7,72.0,0.44046902697865326,3951.4077314767505,1016.5281254682209,DO NOTHING,0.60692185,2834.8796060085297
9648782,13.11,72.0,0.4294618188838482,10454.438933899766,3052.276882015831,REFINANCE,0.61011094,7302.162051883935
2697017,16.05,72.0,0.4342936851264974,6975.335645613686,1886.1998640498678,REFINANCE,0.60390913,4989.135781563818
9648625,13.11,72.0,0.4313949494847573,8360.939244291283,2442.4542992682236,REFINANCE,0.6128572,5818.4849450230595
9678375,17.7,72.0,0.44592255944072606,13042.982950765307,3674.0308528725454,REFINANCE,0.61443627,9268.952097892761
9667699,17.02,72.0,0.4437305271381237,9764.198057144513,2736.872567146649,DO NOTHING,0.613603,6927.325489997864
9757394,9.49,72.0,0.40963789925563326,6867.8668061157005,2091.1644238715317,REFINANCE,0.6069647,4676.702382244169
9777500,14.600000000000001,72.0,0.43601538131111545,16158.159325436542,4703.55258674998,REFINANCE,0.6121398,11354.606738686562
9767394,9.49,72.0,0.4101447584631048,5973.950661618405,1810.2484448829236,REFINANCE,0.6077157,4063.7022167354817
9786766,17.7,72.0,0.4447716469811921,6273.636206430115,1706.2398609100956,DO NOTHING,0.6128504,4467.396345520019
9756755,16.05,72.0,0.43615157944815497,11778.229656907492,3281.176071735792,REFINANCE,0.60649264,8397.0535851717
9099646,14.600000000000001,72.0,0.4380429161222357,8372.036635610932,2410.9739950035746,DO NOTHING,0.61498636,5861.062640607357
9431950,11.8,72.0,0.4253783760370908,6263.6630120076925,1839.2800573059112,DO NOTHING,0.61196285,4324.382954701781
9676945,15.260000000000002,72.0,0.43366197017399044,6935.587890010498,1906.6363175922852,REFINANCE,0.60606205,4928.951572418213
9606920,10.49,72.0,0.4227808778335536,7653.232896980479,2368.6899537889503,REFINANCE,0.61762524,5184.542943191529
9586751,11.17,72.0,0.4246513749878164,4157.497931769289,1214.350297266043,DO NOTHING,0.61519545,2843.1476345032456
9596759,10.49,72.0,0.4228579508514933,13853.69033351342,4370.271213478098,REFINANCE,0.6177378,9383.419120035322
9432911,12.6,72.0,0.43069359158838033,7115.533076173469,2092.838026261732,DO NOTHING,0.614695,4922.695049911737
9309814,17.02,72.0,0.43412570120369803,4304.20967893431,1099.1848129255518,REFINANCE,0.6003212,3105.0248660087586
9422557,15.260000000000002,72.0,0.43528653379227666,4556.221188057154,1227.6272824175053,REFINANCE,0.60833246,3228.5939056396487
9412663,11.8,72.0,0.42367305630570523,4268.709590207719,1211.7692998982302,DO NOTHING,0.6095095,2956.940290309489
9402603,16.05,72.0,0.43879028317741947,6154.632631721114,1687.2861492027987,DO NOTHING,0.6101619,4367.3464825183155
9402589,12.6,72.0,0.4328999163299207,6625.004952454782,1961.4404247122175,DO NOTHING,0.6178439,4563.564527742565
7667876,13.7,72.0,0.42994924033129656,15458.322972778082,4488.501248577833,REFINANCE,0.60778165,10869.821724200248
9422238,16.05,72.0,0.4403628322956054,5504.164458200051,1509.38739360915,DO NOTHING,0.6123486,3894.777064590901
3875043,13.7,72.0,0.43525213444674454,3451.385986845526,948.5078457701534,DO NOTHING,0.6152779,2402.8781410753727
9401627,14.600000000000001,72.0,0.4307267322874906,6523.8716479853565,1795.0827809885914,DO NOTHING,0.6047149,4628.788866996765
9421386,16.05,72.0,0.4332853110974047,17099.48230825801,4747.553584147885,REFINANCE,0.60250694,12251.928724110126
9377542,16.05,72.0,0.434169379720148,6566.464348347682,1768.757964284915,REFINANCE,0.6037363,4697.706384062767
9380153,14.600000000000001,72.0,0.43376716417178773,2595.611319436525,664.0898324389204,DO NOTHING,0.60898346,1831.5214869976044
9410338,17.02,72.0,0.44591246641805915,2350.425465266253,589.3943283362639,REFINANCE,0.61662024,1661.031136929989
9380054,17.7,72.0,0.4404105426651416,2436.956127747575,588.4219748464025,REFINANCE,0.60684127,1748.5341529011725
9419805,13.11,72.0,0.4288706144715333,4522.031135798741,1259.97895808344,REFINANCE,0.60927105,3162.0521777153012
9379630,13.7,72.0,0.43322021431393093,7733.143395900725,2228.526225566864,REFINANCE,0.61240554,5404.617170333861
9037730,11.17,72.0,0.42704147376888585,6337.732036430738,1924.6911650248385,REFINANCE,0.618658,4313.040871405899
9419062,13.11,72.0,0.4282984162048985,14387.999466831723,4216.280654428641,REFINANCE,0.60845816,10071.718812403082
9399020,12.6,72.0,0.4265385345907401,6457.176100508265,1854.0592621722744,DO NOTHING,0.6087648,4503.116838335991
9408426,16.7,72.0,0.4342906214296818,16504.571119789034,4532.689587119967,REFINANCE,0.6016147,11871.881532669067
9397865,10.49,72.0,0.42157953429717665,6390.967725550495,1950.6855373733852,REFINANCE,0.61587024,4340.28218817711
9407357,16.05,72.0,0.43325569211954695,3156.992492617276,794.8635895144016,REFINANCE,0.60246575,2262.1289031028746
9286879,13.11,72.0,0.4224998635256008,8573.386557306283,2407.20740455308,REFINANCE,0.6002205,6066.179152753203
9407252,15.260000000000002,72.0,0.43336090707295655,10449.731496123366,2919.3827168264916,REFINANCE,0.6056413,7430.348779296874
9417011,10.49,72.0,0.42332238820628815,6371.710932708722,1960.196812129955,DO NOTHING,0.6184163,4311.514120578767
9397092,9.49,72.0,0.41032493484328453,9684.528432601317,2999.2257362838827,REFINANCE,0.6079827,6585.302696317434
9301516,17.7,72.0,0.4382847762934052,3024.710093734679,746.5637292454817,DO NOTHING,0.6039122,2178.1463644891974
9351585,10.49,72.0,0.4129337695674588,6324.332410547918,1853.415439476853,REFINANCE,0.60323995,4370.916971071065
9386758,16.7,72.0,0.43919312953948975,5235.692942619324,1401.4531965255737,REFINANCE,0.60840607,3734.23974609375
9331994,11.8,72.0,0.4228922800584273,9678.096463420175,2863.879202344202,REFINANCE,0.6083863,6714.2172610759735
8708382,14.600000000000001,72.0,0.43288600570277164,2599.6505498584947,662.3345126804552,REFINANCE,0.60774636,1837.3160371780396
9340384,15.260000000000002,72.0,0.4298377991930859,13964.840243813544,3873.197570321112,DO NOTHING,0.6007176,9991.642673492432
9301722,16.05,72.0,0.436720683889569,1568.8455512307726,351.4900149367893,DO NOTHING,0.607284,1117.3555362939833
9277275,16.05,72.0,0.44325121843589926,12922.13922010278,3726.1551509938163,REFINANCE,0.6163651,9095.984069108963
9321107,14.600000000000001,72.0,0.4354478821419833,11694.104341705062,3367.860109984793,REFINANCE,0.6113431,8226.24423172027
9301334,16.7,72.0,0.43680189829319715,13145.043693836778,3630.47365790233,REFINANCE,0.60509354,9414.570035934448
9301459,11.17,72.0,0.41873307041469593,11259.938214928196,3368.292505323425,REFINANCE,0.60662156,7791.645709604771
9310777,14.600000000000001,72.0,0.43606700688077693,9306.247825650666,2667.216518239471,DO NOTHING,0.6122123,6539.031307411195
9077239,13.7,72.0,0.4377503125755875,4794.584209511678,1372.5076283911867,REFINANCE,0.61880934,3322.076581120491
9310585,8.49,72.0,0.4011420546063952,2598.803939830087,743.2691920626385,DO NOTHING,0.60457367,1755.5347477674486
8947195,16.7,72.0,0.4331667535007,7937.932783976197,2117.160132303834,REFINANCE,0.60005784,5720.772651672363
9320330,16.05,72.0,0.4336222216125447,2514.1014002063052,613.7785905242638,REFINANCE,0.6029754,1800.3228096820415
9348979,9.49,72.0,0.4169576300691823,8618.036726302906,2739.846355740234,REFINANCE,0.6178104,5778.190370562672
8938671,16.7,72.0,0.437842551805079,2164.92454874346,517.1911624653076,REFINANCE,0.60653514,1547.7333862781525
9339758,17.02,72.0,0.4474385006383794,4041.296665956052,1093.213392187627,DO NOTHING,0.6187305,2848.083273768425
9338468,9.49,72.0,0.40767880796491357,5188.259785273729,1540.9711738139972,REFINANCE,0.6040619,3547.288611459732
9309382,19.9,72.0,0.4445221294249807,9990.269502291721,2664.0057407713357,DO NOTHING,0.60641265,7226.263761520386
8725738,17.7,72.0,0.442149023490377,9848.858990277395,2703.397001828298,REFINANCE,0.6092367,7045.461988449097
7687358,13.11,72.0,0.4328256129760302,5003.941403469936,1431.1782961212552,DO NOTHING,0.6148897,3472.7631073486805
9328046,17.02,72.0,0.4381639763712883,2383.294366332404,575.8401614154498,REFINANCE,0.6059054,1707.4542049169543
9198265,13.11,72.0,0.4349293373701742,6135.853694405721,1794.8532775737513,DO NOTHING,0.6178783,4241.00041683197
9337513,13.7,72.0,0.4267207262692628,5214.548273854786,1426.0607622199595,DO NOTHING,0.6032178,3688.4875116348267
9307361,19.2,72.0,0.44441180454421153,13245.222579665995,3605.256507821894,DO NOTHING,0.608054,9539.966071844101
9000837,16.05,72.0,0.4399323069503044,10399.336924546747,2935.0099205909064,REFINANCE,0.61174995,7364.327003955841
8948648,11.8,72.0,0.42369265339591283,5025.630585326282,1444.5031802788653,DO NOTHING,0.6095377,3481.1274050474167
9102457,16.05,72.0,0.43373971165351144,1971.4351938783002,459.9983518539739,REFINANCE,0.6031388,1411.4368420243263
9177176,11.8,72.0,0.41769635810718664,5826.58847114368,1643.9705206863455,REFINANCE,0.60091126,4082.6179504573347
9034362,17.02,72.0,0.44804824191283005,12917.878946272125,3724.16754147171,REFINANCE,0.61957365,9093.711404800415
9177355,15.260000000000002,72.0,0.44339024488990375,12077.148700403559,3545.6001014655703,REFINANCE,0.61965775,8431.548598937989
9042424,12.6,72.0,0.4243489984644959,5185.46422183182,1454.196190234683,DO NOTHING,0.6056399,3631.2680315971375
9176919,13.11,72.0,0.4277871802554231,5177.839363304726,1449.8299635568778,REFINANCE,0.6077319,3628.0093997478484
8761725,20.6,72.0,0.4428120145550022,2687.8748417866695,630.1520448697079,REFINANCE,0.6024121,1957.7227969169617
9112891,13.7,72.0,0.43292303703449386,5416.038657890956,1528.706189667384,REFINANCE,0.61198545,3787.3324682235716
9005029,17.02,72.0,0.44044600184090804,3928.740531874617,1025.2392220983106,REFINANCE,0.60906106,2803.5013097763062
9101852,17.7,72.0,0.44604017693217435,13040.214235016616,3675.1581804244834,REFINANCE,0.61459833,9265.056054592133
8897807,13.11,72.0,0.4349726780953123,3195.5120190319617,887.0135498878562,REFINANCE,0.6179399,2208.4984691441055
9003505,13.11,72.0,0.4342219563190331,6399.515452075418,1870.18863897365,REFINANCE,0.6168734,4429.326813101768
9003258,13.7,72.0,0.4280320505301157,2081.048187351227,512.5459973335271,REFINANCE,0.6050715,1468.5021900177
8750874,11.17,72.0,0.41441618797983143,9764.902857342322,2850.971734383662,DO NOTHING,0.60036767,6813.93112295866
9101226,8.49,72.0,0.40445617214997753,9691.58248251734,3091.4832664733913,DO NOTHING,0.6095685,6500.099216043949
9032456,13.11,72.0,0.42489681960221365,1561.198097635047,361.40215088917444,DO NOTHING,0.6036257,1099.7959467458725
9040518,16.7,72.0,0.44192986842244864,6252.171298089624,1714.4665297180418,REFINANCE,0.6121972,4437.704768371582
8580047,11.8,72.0,0.42069475434043185,7771.959175768768,2257.2231881054986,REFINANCE,0.60522485,5414.735987663269
9031866,14.600000000000001,72.0,0.4366639275299875,3873.4988343038053,1054.790534428546,REFINANCE,0.61305034,2718.7082998752594
9031171,16.05,72.0,0.4347751756884017,4345.625082065166,1140.0107002340264,REFINANCE,0.6045787,3105.6143818311393
9109957,12.6,72.0,0.4293421498197593,7710.7288716354105,2262.255712560627,REFINANCE,0.6127662,5348.473159074783
9001227,16.05,72.0,0.4419802599518768,7770.9828999101655,2188.250317698671,REFINANCE,0.61459774,5482.732582211494
9109185,13.7,72.0,0.42649915041746916,6520.704659753376,1806.4556258254588,REFINANCE,0.60290456,4614.2490339279175
